feature,target,score_ind,score_rd,score_full,varExp_ofFull,varExp_ofRd,feat_idx,feat_gene,feat_source,Class
SLC16A2 (ENSG00000147100) [RNA-seq],ACTR1A,-0.19221,0.21392,0.03843,-5.00156,-0.89851,4,SLC16A2,RNA-seq,6
SLC16A2 (ENSG00000147100) [RNA-seq],TSC2,0.0083,0.78273,0.03219,0.25784,0.0106,8,SLC16A2,RNA-seq,6
ANAPC15 (25906) [CERES],ACTR1A,-0.13749,0.21392,0.03843,-3.57767,-0.64272,5,ANAPC15,CERES,9
ANAPC15 (25906) [CERES],UBE2C,0.0281,0.38725,0.00809,3.4734199999999995,0.07256,2,ANAPC15,CERES,9
ANAPC15 (25906) [CERES],UBE2S,-0.04028,0.2199,0.02275,-1.77055,-0.18317,3,ANAPC15,CERES,9
TUBB (203068) [CERES],ACTR1A,0.01347,0.21392,0.03843,0.35051,0.06297,7,TUBB,CERES,10
TUBB (203068) [CERES],RPS4X,-0.38712,0.41563,-0.01948,19.87269,-0.93141,6,TUBB,CERES,10
TUBB (ENSG00000196230) [RNA-seq],TUBB,-0.10578,0.19114,0.05926,-1.78502,-0.55342,9,TUBB,RNA-seq,10
RTCB (51493) [CERES],ACTR1A,0.14012,0.21392,0.03843,3.64611,0.65501,8,RTCB,CERES,6
RTCB (51493) [CERES],CDIPT,0.2515,0.35645,0.02568,9.79361,0.70557,1,RTCB,CERES,6
RTCB (51493) [CERES],FDXR,-0.0005200000000000001,0.34665,0.060029999999999986,-0.00866,-0.0015,8,RTCB,CERES,6
RTCB (51493) [CERES],PGK1,0.14049,0.42315,0.10253,1.3702299999999998,0.33201,8,RTCB,CERES,6
RTCB (51493) [CERES],TOE1,-0.02662,0.20871,0.08649,-0.30778,-0.12755,4,RTCB,CERES,6
ACSF2 (80221) [CERES],ACTR1A,-0.04824,0.21392,0.03843,-1.25527,-0.2255,9,ACSF2,CERES,6
B4GALNT1 (ENSG00000135454) [RNA-seq],ACTR1A,-0.13952,0.21392,0.03843,-3.6305,-0.6522100000000001,10,B4GALNT1,RNA-seq,6
XRN1 (54464) [CERES],ADAR,0.20765,0.24858,0.11192,1.85534,0.83534,1,XRN1,CERES,11
XRN1 (54464) [CERES],SMG7,-0.08549,0.17135999999999998,0.06305,-1.35591,-0.49889,10,XRN1,CERES,11
XRN1 (54464) [CERES],STRAP,-0.24135,0.3647,0.08953,-2.69574,-0.66178,9,XRN1,CERES,11
IFIT1 (ENSG00000185745) [RNA-seq],ADAR,-0.13237000000000002,0.24858,0.11192,-1.18272,-0.5325,2,IFIT1,RNA-seq,11
PRKRA (8575) [CERES],ADAR,0.04363,0.24858,0.11192,0.38983,0.17552,3,PRKRA,CERES,11
IFNAR2 (3455) [CERES],ADAR,0.08951,0.24858,0.11192,0.79977,0.36009,4,IFNAR2,CERES,11
IFITM1 (ENSG00000185885) [RNA-seq],ADAR,-0.08588,0.24858,0.11192,-0.7673300000000001,-0.34548,5,IFITM1,RNA-seq,11
PLSCR1 (ENSG00000188313) [RNA-seq],ADAR,0.09381,0.24858,0.11192,0.83819,0.37738,6,PLSCR1,RNA-seq,11
EPSTI1 (ENSG00000133106) [RNA-seq],ADAR,0.07252,0.24858,0.11192,0.6479600000000001,0.29174,7,EPSTI1,RNA-seq,11
DDX58 (ENSG00000107201) [RNA-seq],ADAR,0.04244,0.24858,0.11192,0.3792,0.17073,8,DDX58,RNA-seq,11
IFI6 (ENSG00000126709) [RNA-seq],ADAR,0.12188,0.24858,0.11192,1.08899,0.4903,9,IFI6,RNA-seq,11
PARP9 (ENSG00000138496) [RNA-seq],ADAR,-0.04868,0.24858,0.11192,-0.43495,-0.19583,10,PARP9,RNA-seq,11
PAICS (10606) [CERES],ADSL,0.5414800000000001,0.69412,0.14175,3.81996,0.7801,1,PAICS,CERES,2
PAICS (10606) [CERES],ADSS,0.29527,0.45323,0.12466,2.3686,0.6514800000000001,5,PAICS,CERES,2
PAICS (10606) [CERES],AP2M1,0.21901,0.64002,0.07529,2.90889,0.34219,3,PAICS,CERES,2
PAICS (10606) [CERES],ATIC,0.6782600000000001,0.81937,0.09252,7.33096,0.82778,3,PAICS,CERES,2
PAICS (10606) [CERES],CTPS1,0.26466,0.49722,0.1311,2.01876,0.53228,2,PAICS,CERES,2
PAICS (10606) [CERES],DHFR,0.36573,0.7531100000000001,0.13189,2.77299,0.48563,5,PAICS,CERES,2
PAICS (10606) [CERES],GART,0.70229,0.76775,0.12437,5.6467800000000015,0.91474,1,PAICS,CERES,2
PAICS (10606) [CERES],GMPS,0.45223,0.7178399999999999,0.10077,4.4877400000000005,0.6299899999999999,2,PAICS,CERES,2
PAICS (10606) [CERES],IMPDH2,0.32708000000000004,0.4841,0.06161000000000001,5.30888,0.67565,4,PAICS,CERES,2
PAICS (10606) [CERES],MTHFD1,0.52004,0.73032,0.1385,3.7548,0.71207,2,PAICS,CERES,2
PAICS (10606) [CERES],PFAS,0.47744,0.59987,0.15793,3.02311,0.79591,2,PAICS,CERES,2
PAICS (10606) [CERES],PGM3,0.12593,0.63368,0.14774,0.8523799999999999,0.19873,10,PAICS,CERES,2
PAICS (10606) [CERES],PPAT,0.5994,0.7611,0.08188,7.3204699999999985,0.78754,1,PAICS,CERES,2
PAICS (10606) [CERES],TFRC,0.42715,0.68674,0.1377,3.10203,0.622,4,PAICS,CERES,2
PAICS (10606) [CERES],TKT,0.28703,0.59735,0.02669,10.75422,0.4805100000000001,5,PAICS,CERES,2
PAICS (10606) [CERES],TYMS,0.06523,0.5334399999999999,0.05748,1.13483,0.12228,4,PAICS,CERES,2
PAICS (10606) [CERES],UMPS,0.39351,0.74942,0.15984,2.4619,0.52509,4,PAICS,CERES,2
PPAT (5471) [CERES],ADSL,0.56335,0.69412,0.14175,3.97425,0.8116,3,PPAT,CERES,2
PPAT (5471) [CERES],AP2M1,0.17970999999999998,0.64002,0.07529,2.3869,0.28079,7,PPAT,CERES,2
PPAT (5471) [CERES],ATIC,0.69438,0.81937,0.09252,7.50519,0.84746,1,PPAT,CERES,2
PPAT (5471) [CERES],DHFR,0.44481,0.7531100000000001,0.13189,3.37258,0.59063,2,PPAT,CERES,2
PPAT (5471) [CERES],DHODH,0.4194600000000001,0.66809,0.13376,3.13592,0.62785,5,PPAT,CERES,2
PPAT (5471) [CERES],DTYMK,0.12372,0.56058,0.10741,1.15185,0.2207,8,PPAT,CERES,2
PPAT (5471) [CERES],GART,0.62593,0.76775,0.12437,5.03281,0.81528,2,PPAT,CERES,2
PPAT (5471) [CERES],GMPS,0.34388,0.7178399999999999,0.10077,3.41252,0.47905,7,PPAT,CERES,2
PPAT (5471) [CERES],IPPK,-0.00249,0.4326100000000001,0.13687,-0.01819,-0.00576,4,PPAT,CERES,2
PPAT (5471) [CERES],MTHFD1,0.65357,0.73032,0.1385,4.71892,0.89491,3,PPAT,CERES,2
PPAT (5471) [CERES],NAMPT,0.36341,0.52208,0.12488,2.91007,0.69608,8,PPAT,CERES,2
PPAT (5471) [CERES],OGDH,0.1573,0.55062,0.1975,0.7964600000000001,0.28568000000000005,8,PPAT,CERES,2
PPAT (5471) [CERES],PAICS,0.64327,0.75788,0.11876,5.41655,0.84878,2,PPAT,CERES,2
PPAT (5471) [CERES],PFAS,0.39543,0.59987,0.15793,2.50383,0.6591899999999999,6,PPAT,CERES,2
PPAT (5471) [CERES],RPIA,0.23378,0.57194,0.05043,4.6357300000000015,0.40875,3,PPAT,CERES,2
PPAT (5471) [CERES],SDHB,0.15448,0.69892,0.21594,0.71538,0.22103000000000006,7,PPAT,CERES,2
PPAT (5471) [CERES],TFRC,0.27152,0.68674,0.1377,1.97182,0.39538,9,PPAT,CERES,2
PPAT (5471) [CERES],TKT,0.15628,0.59735,0.02669,5.85538,0.26162,10,PPAT,CERES,2
PPAT (5471) [CERES],TYMS,0.06798,0.5334399999999999,0.05748,1.18267,0.12744,8,PPAT,CERES,2
PPAT (5471) [CERES],UMPS,0.36347,0.74942,0.15984,2.27396,0.485,6,PPAT,CERES,2
PPAT (5471) [CERES],UXS1,-0.06584,0.16945,0.08426,-0.7813899999999999,-0.38855,1,PPAT,CERES,2
GART (2618) [CERES],ADSL,0.36051,0.69412,0.14175,2.54328,0.5193800000000001,4,GART,CERES,2
GART (2618) [CERES],ADSS,0.30241,0.45323,0.12466,2.42588,0.66723,10,GART,CERES,2
GART (2618) [CERES],ATIC,0.6543399999999999,0.81937,0.09252,7.07242,0.7985899999999999,5,GART,CERES,2
GART (2618) [CERES],CAD,0.27003,0.7146399999999999,0.15177000000000002,1.77921,0.37785,5,GART,CERES,2
GART (2618) [CERES],CTPS1,0.24028,0.49722,0.1311,1.8328,0.48325,10,GART,CERES,2
GART (2618) [CERES],DHFR,0.42542,0.7531100000000001,0.13189,3.2255700000000003,0.56488,3,GART,CERES,2
GART (2618) [CERES],HMGCR,-0.016030000000000003,0.45954,0.03274,-0.48962,-0.03488,7,GART,CERES,2
GART (2618) [CERES],IMPDH2,0.16429000000000002,0.4841,0.06161000000000001,2.66661,0.33937,8,GART,CERES,2
GART (2618) [CERES],MTHFD1,0.62156,0.73032,0.1385,4.4878,0.85108,7,GART,CERES,2
GART (2618) [CERES],NAMPT,0.3446,0.52208,0.12488,2.75945,0.66005,7,GART,CERES,2
GART (2618) [CERES],OGDH,0.18899,0.55062,0.1975,0.95691,0.34323000000000004,7,GART,CERES,2
GART (2618) [CERES],PAICS,0.64999,0.75788,0.11876,5.47314,0.85764,3,GART,CERES,2
GART (2618) [CERES],PFAS,0.37497,0.59987,0.15793,2.37428,0.6250899999999999,1,GART,CERES,2
GART (2618) [CERES],PPAT,0.60425,0.7611,0.08188,7.3797,0.79392,3,GART,CERES,2
GART (2618) [CERES],RABIF,-0.11906,0.35543,0.13294,-0.89559,-0.33497,8,GART,CERES,2
GART (2618) [CERES],SLC7A1,0.10095,0.37556,0.05475,1.84384,0.2688,6,GART,CERES,2
GART (2618) [CERES],TYMS,0.1346,0.5334399999999999,0.05748,2.34168,0.25232,9,GART,CERES,2
GART (2618) [CERES],UXS1,-3e-05,0.16945,0.08426,-0.00036,-0.00018,7,GART,CERES,2
PFAS (5198) [CERES],ADSL,0.29895,0.69412,0.14175,2.1089900000000004,0.43069,5,PFAS,CERES,2
PFAS (5198) [CERES],ADSS,0.22406,0.45323,0.12466,1.79737,0.49436,4,PFAS,CERES,2
PFAS (5198) [CERES],ATIC,0.5163300000000001,0.81937,0.09252,5.5807400000000005,0.63015,7,PFAS,CERES,2
PFAS (5198) [CERES],CAB39,0.03851,0.33769,0.10327,0.37291,0.11404,9,PFAS,CERES,2
PFAS (5198) [CERES],CAD,0.34682,0.7146399999999999,0.15177000000000002,2.28517,0.48531,8,PFAS,CERES,2
PFAS (5198) [CERES],GART,0.4818,0.76775,0.12437,3.87392,0.62755,3,PFAS,CERES,2
PFAS (5198) [CERES],IMPDH2,0.026930000000000003,0.4841,0.06161000000000001,0.4371,0.05563,10,PFAS,CERES,2
PFAS (5198) [CERES],MTHFD1,0.41733,0.73032,0.1385,3.01321,0.57143,1,PFAS,CERES,2
PFAS (5198) [CERES],PAICS,0.46932,0.75788,0.11876,3.95184,0.61925,4,PFAS,CERES,2
PFAS (5198) [CERES],PPAT,0.39239,0.7611,0.08188,4.79226,0.51556,4,PFAS,CERES,2
PFAS (5198) [CERES],RFK,0.27706,0.36462,0.09223,3.00401,0.7598600000000001,6,PFAS,CERES,2
PFAS (5198) [CERES],RPIA,0.06819,0.57194,0.05043,1.35217,0.11923,5,PFAS,CERES,2
MTHFD1 (4522) [CERES],ADSL,0.46095,0.69412,0.14175,3.25185,0.66408,7,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],ADSS,0.42205,0.45323,0.12466,3.38561,0.9312,3,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],ATIC,0.6962,0.81937,0.09252,7.52486,0.8496799999999999,4,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],CAB39,0.01317,0.33769,0.10327,0.12753,0.039,5,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],DHFR,0.34519,0.7531100000000001,0.13189,2.61726,0.45835,4,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],DHODH,0.46022,0.66809,0.13376,3.44064,0.68886,4,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],GART,0.55818,0.76775,0.12437,4.48806,0.7270300000000001,4,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],IMPDH2,0.18877,0.4841,0.06161000000000001,3.06395,0.38994,2,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],IPPK,0.07138,0.4326100000000001,0.13687,0.52152,0.165,3,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],NAMPT,0.31873,0.52208,0.12488,2.55229,0.6105,2,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],PAICS,0.5355800000000001,0.75788,0.11876,4.50977,0.70668,5,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],PFAS,0.45797,0.59987,0.15793,2.89983,0.76345,5,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],PGM3,0.06754,0.63368,0.14774,0.45715,0.10658,8,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],PPAT,0.6622,0.7611,0.08188,8.08745,0.8700600000000001,6,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],SLC4A7,0.03828,0.39609,0.10852,0.35275,0.09664,7,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],TRPM7,0.20062,0.46132,0.099,2.02646,0.43488,10,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],TYMS,0.11249,0.5334399999999999,0.05748,1.95703,0.21088,6,MTHFD1,CERES,2
MTHFD1 (4522) [CERES],UMPS,0.36255,0.74942,0.15984,2.26821,0.48377,3,MTHFD1,CERES,2
ADSS (159) [CERES],ADSL,0.40617,0.69412,0.14175,2.8654,0.58516,8,ADSS,CERES,2
ADSS (159) [CERES],DHODH,0.26004,0.66809,0.13376,1.94408,0.38923,10,ADSS,CERES,2
ADSS (159) [CERES],DLD,0.13953,0.61033,0.10095,1.38217,0.22861,10,ADSS,CERES,2
ADSS (159) [CERES],GFPT1,0.24955,0.54305,0.13833,1.80402,0.45953,7,ADSS,CERES,2
ADSS (159) [CERES],GMPS,0.3511,0.7178399999999999,0.10077,3.48417,0.48911,8,ADSS,CERES,2
ADSS (159) [CERES],IPPK,0.11748,0.4326100000000001,0.13687,0.8583299999999999,0.27156,10,ADSS,CERES,2
ADSS (159) [CERES],NAMPT,0.18526,0.52208,0.12488,1.4835,0.35485,10,ADSS,CERES,2
ADSS (159) [CERES],OGDH,0.13714,0.55062,0.1975,0.69438,0.24906,5,ADSS,CERES,2
ADSS (159) [CERES],RFK,0.13546,0.36462,0.09223,1.46872,0.37151,7,ADSS,CERES,2
ADSS (159) [CERES],TMX2,0.00218,0.2901,0.030080000000000006,0.07247,0.0075099999999999984,2,ADSS,CERES,2
ADSS (159) [CERES],TRPM7,0.15822999999999998,0.46132,0.099,1.59828,0.34299,5,ADSS,CERES,2
CAD (790) [CERES],ADSL,0.2654,0.69412,0.14175,1.87231,0.38235,9,CAD,CERES,2
CAD (790) [CERES],CTPS1,0.44329,0.49722,0.1311,3.38131,0.89154,3,CAD,CERES,2
CAD (790) [CERES],DHODH,0.4728600000000001,0.66809,0.13376,3.53514,0.70778,1,CAD,CERES,2
CAD (790) [CERES],IPPK,0.15473,0.4326100000000001,0.13687,1.13049,0.35767,8,CAD,CERES,2
CAD (790) [CERES],PPCDC,0.29096,0.5754,0.20919,1.39089,0.50567,10,CAD,CERES,2
CAD (790) [CERES],RPIA,0.18219,0.57194,0.05043,3.61273,0.31855,10,CAD,CERES,2
CAD (790) [CERES],SLC4A7,0.14025,0.39609,0.10852,1.29239,0.35409,8,CAD,CERES,2
CAD (790) [CERES],TRPM7,0.20278,0.46132,0.099,2.04828,0.4395600000000001,6,CAD,CERES,2
CAD (790) [CERES],UMPS,0.63468,0.74942,0.15984,3.97072,0.8468899999999999,2,CAD,CERES,2
DHODH (1723) [CERES],ADSL,0.24631,0.69412,0.14175,1.73764,0.35485,10,DHODH,CERES,2
DHODH (1723) [CERES],AMD1,-0.016890000000000002,0.30185,0.01522,-1.10972,-0.05595,9,DHODH,CERES,2
DHODH (1723) [CERES],ATIC,0.39286,0.81937,0.09252,4.24622,0.47947,6,DHODH,CERES,2
DHODH (1723) [CERES],CAD,0.49614,0.7146399999999999,0.15177000000000002,3.26903,0.69425,2,DHODH,CERES,2
DHODH (1723) [CERES],CTPS1,0.24601,0.49722,0.1311,1.87651,0.49477,5,DHODH,CERES,2
DHODH (1723) [CERES],MTHFD1,0.34498,0.73032,0.1385,2.49083,0.47237,5,DHODH,CERES,2
DHODH (1723) [CERES],NMNAT1,0.19536,0.33372,0.1768,1.10498,0.5854,7,DHODH,CERES,2
DHODH (1723) [CERES],PPCDC,0.33562,0.5754,0.20919,1.60438,0.58328,4,DHODH,CERES,2
DHODH (1723) [CERES],SLC4A7,0.21976,0.39609,0.10852,2.02506,0.55482,3,DHODH,CERES,2
DHODH (1723) [CERES],UMPS,0.48998,0.74942,0.15984,3.06544,0.65381,1,DHODH,CERES,2
DHODH (1723) [CERES],UROD,-0.00388,0.39256,0.19215,-0.02019,-0.00988,4,DHODH,CERES,2
NAMPT (10135) [CERES],ADSS,0.11531,0.45323,0.12466,0.925,0.25442,7,NAMPT,CERES,2
NAMPT (10135) [CERES],ATIC,0.2788,0.81937,0.09252,3.0134,0.34026,10,NAMPT,CERES,2
NAMPT (10135) [CERES],DLD,0.0196,0.61033,0.10095,0.19416,0.03211,7,NAMPT,CERES,2
NAMPT (10135) [CERES],IPPK,0.13193,0.4326100000000001,0.13687,0.96391,0.30496,2,NAMPT,CERES,2
NAMPT (10135) [CERES],NMNAT1,0.30641,0.33372,0.1768,1.7330900000000002,0.91816,1,NAMPT,CERES,2
NAMPT (10135) [CERES],PFAS,0.30409,0.59987,0.15793,1.92547,0.50693,10,NAMPT,CERES,2
NAMPT (10135) [CERES],PPCDC,0.35225,0.5754,0.20919,1.6838799999999998,0.6121800000000001,1,NAMPT,CERES,2
NAMPT (10135) [CERES],RFK,0.10253,0.36462,0.09223,1.11168,0.2812,4,NAMPT,CERES,2
NAMPT (10135) [CERES],SLC7A5,0.035930000000000004,0.35556,0.05991000000000001,0.59973,0.10105,10,NAMPT,CERES,2
NAMPT (10135) [CERES],TSC2,-0.11885,0.78273,0.03219,-3.69214,-0.15184,9,NAMPT,CERES,2
NAMPT (10135) [CERES],UMPS,0.416,0.74942,0.15984,2.6026,0.5551,8,NAMPT,CERES,2
NAMPT (10135) [CERES],UXS1,-0.1799,0.16945,0.08426,-2.13506,-1.06167,10,NAMPT,CERES,2
UMPS (7372) [CERES],ADSS,0.26884,0.45323,0.12466,2.15659,0.59316,8,UMPS,CERES,2
UMPS (7372) [CERES],CAD,0.6936899999999999,0.7146399999999999,0.15177000000000002,4.57067,0.97068,1,UMPS,CERES,2
UMPS (7372) [CERES],CTPS1,0.37836,0.49722,0.1311,2.88604,0.76095,1,UMPS,CERES,2
UMPS (7372) [CERES],DHODH,0.52289,0.66809,0.13376,3.90917,0.78266,2,UMPS,CERES,2
UMPS (7372) [CERES],MTHFD1,0.44364,0.73032,0.1385,3.20318,0.60746,6,UMPS,CERES,2
UMPS (7372) [CERES],PAICS,0.4074,0.75788,0.11876,3.43045,0.53755,8,UMPS,CERES,2
UMPS (7372) [CERES],PFAS,0.3883,0.59987,0.15793,2.45868,0.64731,9,UMPS,CERES,2
UMPS (7372) [CERES],PPAT,0.31049,0.7611,0.08188,3.79201,0.40795,10,UMPS,CERES,2
UMPS (7372) [CERES],PPCDC,0.33246,0.5754,0.20919,1.5892700000000002,0.5777899999999999,5,UMPS,CERES,2
UMPS (7372) [CERES],RFK,0.1217,0.36462,0.09223,1.31953,0.33377,3,UMPS,CERES,2
UMPS (7372) [CERES],SDHB,0.24877,0.69892,0.21594,1.15203,0.35593,10,UMPS,CERES,2
UMPS (7372) [CERES],SLC4A7,0.22312,0.39609,0.10852,2.05603,0.5633100000000001,2,UMPS,CERES,2
UMPS (7372) [CERES],TYMS,0.02001,0.5334399999999999,0.05748,0.34812,0.03751,5,UMPS,CERES,2
UMPS (7372) [CERES],UXS1,0.055810000000000005,0.16945,0.08426,0.66235,0.32936,4,UMPS,CERES,2
MAPKAPK5 (8550) [CERES],AHCYL1,-0.00906,0.25259000000000004,0.10225,-0.08861000000000001,-0.03587,1,MAPKAPK5,CERES,2
SLC4A7 (9497) [CERES],AHCYL1,0.11655,0.25259000000000004,0.10225,1.13985,0.46142,2,SLC4A7,CERES,2
SLC4A7 (9497) [CERES],IDH3A,-0.19199,0.21982,0.09004,-2.13227,-0.8734,3,SLC4A7,CERES,2
SLC4A7 (9497) [CERES],PGD,-0.07327,0.5818300000000001,0.11179,-0.6554300000000001,-0.12593,9,SLC4A7,CERES,2
SLC4A7 (9497) [CERES],SLC7A1,-0.00355,0.37556,0.05475,-0.06484,-0.00945,4,SLC4A7,CERES,2
SLC4A7 (9497) [CERES],TRPM7,0.17557,0.46132,0.099,1.7734299999999998,0.38058,1,SLC4A7,CERES,2
SLC4A7 (9497) [CERES],UROD,0.00048,0.39256,0.19215,0.0025,0.00122,8,SLC4A7,CERES,2
MAPK6 (5597) [CERES],AHCYL1,-0.03361,0.25259000000000004,0.10225,-0.3287,-0.13305999999999998,3,MAPK6,CERES,2
TMCC1-AS1 (ENSG00000271270) [RNA-seq],AHCYL1,0.05715,0.25259000000000004,0.10225,0.55892,0.22626,4,TMCC1-AS1,RNA-seq,2
RNF152 (ENSG00000176641) [RNA-seq],AHCYL1,0.08722,0.25259000000000004,0.10225,0.85301,0.3453,5,RNF152,RNA-seq,2
HCAR2 (ENSG00000182782) [RNA-seq],AHCYL1,-0.04548,0.25259000000000004,0.10225,-0.44479,-0.18005,6,HCAR2,RNA-seq,2
SLC25A3 (5250) [CERES],AHCYL1,-0.04683,0.25259000000000004,0.10225,-0.458,-0.1854,7,SLC25A3,CERES,2
SLC25A3 (5250) [CERES],ALDOA,0.053479999999999986,0.22673,0.09825,0.54433,0.23588,4,SLC25A3,CERES,2
SLC25A3 (5250) [CERES],IDH3A,0.09424,0.21982,0.09004,1.04665,0.42871,8,SLC25A3,CERES,2
SLC25A3 (5250) [CERES],UXS1,-0.23119,0.16945,0.08426,-2.74377,-1.36436,5,SLC25A3,CERES,2
LIMS2 (55679) [CN],AHCYL1,-0.033710000000000004,0.25259000000000004,0.10225,-0.32968000000000003,-0.13346,8,LIMS2,CN,2
FAM84A (ENSG00000162981) [RNA-seq],AHCYL1,0.04165,0.25259000000000004,0.10225,0.40733,0.16489,9,FAM84A,RNA-seq,2
PGM3 (5238) [CERES],AHCYL1,-0.03097,0.25259000000000004,0.10225,-0.30289,-0.12261,10,PGM3,CERES,2
PGM3 (5238) [CERES],GFPT1,0.37378,0.54305,0.13833,2.70209,0.6883,1,PGM3,CERES,2
PGM3 (5238) [CERES],PMM2,0.24152,0.28969,0.11725,2.05987,0.8337200000000001,2,PGM3,CERES,2
PGM3 (5238) [CERES],RPIA,0.20105,0.57194,0.05043,3.98671,0.35152,9,PGM3,CERES,2
PGM3 (5238) [CERES],SLC7A5,0.1782,0.35556,0.05991000000000001,2.97446,0.5011800000000001,8,PGM3,CERES,2
ARNT (405) [CERES],AHR,0.42929,0.42031,0.04565,9.40394,1.02137,1,ARNT,CERES,12
AIP (9049) [CERES],AHR,0.08344,0.42031,0.04565,1.82782,0.19852,2,AIP,CERES,12
AIP (9049) [CERES],ARNT,0.03557,0.48037,0.02839,1.25291,0.07405,10,AIP,CERES,12
AIP (9049) [CERES],CMIP,-0.01967,0.20572,0.03019,-0.65154,-0.09562,1,AIP,CERES,12
TIPARP (25976) [CERES],AHR,-0.00612,0.42031,0.04565,-0.13405999999999998,-0.01456,3,TIPARP,CERES,12
TIPARP (25976) [CERES],ARNT,0.06698,0.48037,0.02839,2.35928,0.13943,4,TIPARP,CERES,12
TIPARP (ENSG00000163659) [RNA-seq],TIPARP,-0.06638,0.12585,0.10772,-0.61623,-0.52745,1,TIPARP,RNA-seq,12
RPSAP52 (ENSG00000241749) [RNA-seq],AHR,0.02428,0.42031,0.04565,0.53187,0.05777,4,RPSAP52,RNA-seq,12
ACTR3 (10096) [CERES],AHR,-0.07835,0.42031,0.04565,-1.71632,-0.18641,5,ACTR3,CERES,12
ACTR3 (10096) [CERES],ARPC4,0.38686,0.6258699999999999,0.10467,3.696,0.61812,3,ACTR3,CERES,12
NF2 (4771) [CERES],AHR,-0.07766,0.42031,0.04565,-1.7012,-0.18477,6,NF2,CERES,13
NF2 (4771) [CERES],CUL3,0.09588,0.26054,0.01706,5.62016,0.368,7,NF2,CERES,13
NF2 (4771) [CERES],KCTD5,0.05308,0.20339,0.00889,5.97075,0.26098000000000005,6,NF2,CERES,13
NF2 (4771) [CERES],MAP4K4,0.03043,0.40793,0.08627,0.35273000000000004,0.0746,2,NF2,CERES,13
NF2 (4771) [CERES],PDCD10,0.16033,0.47732,0.08363999999999999,1.91691,0.3359,9,NF2,CERES,13
NF2 (4771) [CERES],PTEN,-0.05612,0.46687,0.065,-0.8633799999999999,-0.1202,3,NF2,CERES,13
NF2 (4771) [CERES],TAOK1,0.16172999999999998,0.58692,0.16321,0.99093,0.27556,5,NF2,CERES,13
NF2 (4771) [CERES],YAP1,-0.13327,0.25138,0.10553,-1.26286,-0.53015,4,NF2,CERES,13
NT5E (ENSG00000135318) [RNA-seq],AHR,0.04925,0.42031,0.04565,1.07886,0.11718,7,NT5E,RNA-seq,12
XK (7504) [CERES],AHR,-0.08609,0.42031,0.04565,-1.88587,-0.20483,8,XK,CERES,12
AC010343.3 (ENSG00000250697) [RNA-seq],AHR,-0.00084,0.42031,0.04565,-0.0184,-0.002,9,AC010343.3,RNA-seq,14
AC010343.3 (ENSG00000250697) [RNA-seq],UBR4,0.0039,0.58905,0.03204,0.12172,0.00662,7,AC010343.3,RNA-seq,14
LOXHD1 (125336) [CERES],AHR,-0.14905,0.42031,0.04565,-3.26506,-0.35462,10,LOXHD1,CERES,12
CHCHD4 (131474) [CERES],AIFM1,0.142,0.33019,0.08536,1.6635400000000002,0.4300600000000001,1,CHCHD4,CERES,3
LARS2 (23395) [CERES],AIFM1,-0.01622,0.33019,0.08536,-0.19002,-0.04912,2,LARS2,CERES,3
LARS2 (23395) [CERES],COA7,0.23267,0.6665800000000001,0.14138,1.6457099999999998,0.34905,10,LARS2,CERES,3
LARS2 (23395) [CERES],EARS2,0.6561899999999999,0.74395,0.14445999999999998,4.54236,0.8820399999999999,1,LARS2,CERES,3
LARS2 (23395) [CERES],HARS2,0.41952,0.61871,0.1146,3.660730000000001,0.67806,3,LARS2,CERES,3
LARS2 (23395) [CERES],HSD17B10,0.5789300000000001,0.74443,0.13935,4.1545,0.77768,9,LARS2,CERES,3
LARS2 (23395) [CERES],MARS2,0.45411,0.67469,0.12432,3.65275,0.67306,9,LARS2,CERES,3
LARS2 (23395) [CERES],MRPL21,0.42089,0.68982,0.11945,3.52357,0.61014,1,LARS2,CERES,3
LARS2 (23395) [CERES],POLG,0.4961600000000001,0.62456,0.12655999999999998,3.92035,0.79442,8,LARS2,CERES,3
LARS2 (23395) [CERES],PPA2,0.11488,0.26361,0.07117000000000001,1.61416,0.4358,5,LARS2,CERES,3
LARS2 (23395) [CERES],RARS2,0.27416,0.49841,0.11349,2.41572,0.55007,2,LARS2,CERES,3
LARS2 (23395) [CERES],SOD2,-0.036910000000000005,0.30766,0.05176,-0.7131,-0.11997,10,LARS2,CERES,3
WNT7A (7476) [CN],AIFM1,0.09033,0.33019,0.08536,1.0582200000000002,0.27357,3,WNT7A,CN,3
